Player,Season,Team,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20
mohamed elneny,2020-2021,arsenal,-2.8144628468619883,-0.9833527462951192,0.8285845995453873,-0.42715917484225513,-0.18580325383897134,-0.39541844525280323,1.7265608878072098,0.07780661377831441,0.013759588692358908,-0.6979151265662044,1.089098388812797,0.9554954898257945,-0.23065466668029566,-0.9046283271879716,0.29244704156829626,0.34408698566608154,-0.6100517091145923,0.15718260488609723,0.30246205627688755,0.7209588535808752
thomas partey,2020-2021,arsenal,-0.9476004282971509,2.1729942840270517,-2.0719262989909164,-0.5750478267347019,0.8067565620921018,0.13494628935332367,1.3490870078780381,-0.26494229948765813,0.37579503640791756,-0.025173062798811156,-0.08610166913842696,-0.4821797564498524,0.25969640565438373,-0.4491694467601875,-1.011453723668165,0.3158463082919643,-0.4949740503306528,-0.09148822164173252,0.9657956392199522,0.6469016476355252
emile smith rowe,2020-2021,arsenal,1.9912125379542083,-2.3510782276855617,-2.05150027936748,-1.3239548425917123,-1.5824699147844967,0.8043749692795793,-1.0216252474828507,-0.6304931107161592,-0.6847776004220782,-1.145464154420625,-0.06653250770010902,-0.2594534275561103,-0.81246518478923,0.20585859167906395,0.05040043429787235,0.2402600663027684,-0.005724257575452331,-0.028973618397342794,-0.23726230300345852,0.08037133442269548
willian,2020-2021,arsenal,1.8395290422988635,-2.53969263557073,-1.8360391813899435,-1.4516323950822339,-2.2063930708994755,2.0197875949439235,0.09785651370793276,-0.196379126499484,0.966960386430292,-0.20955238262911705,-0.11388306814577262,-0.28390155743247747,-0.5048238006140776,0.37749389400156913,-0.43899565481551783,-0.480063673216641,-0.29666724185950266,0.822147861105756,0.09912888581728103,-0.18519745731658652
david luiz,2020-2021,arsenal,-3.042731591726517,-1.6428225965943148,1.1109009646785608,1.5583745980614883,-0.819640657392553,1.2500145751955636,-0.5572003549601011,1.2856817261657536,-0.27662163977469617,2.4793035677465953,1.140146824903023,0.9069817198736195,-0.7543708019347389,0.661912854231052,0.773290149639536,0.1408149292277779,-1.455813614372545,0.26910421251383804,0.15871453350188766,0.17364059736600299
pablo mari,2020-2021,arsenal,-4.298665287510341,-2.7646985740264576,0.1804247024241244,0.32856409849195023,0.20916472126431723,0.5917963182070253,0.23517841609114215,-0.35488628540009753,-0.576745463118677,-0.0024067810169169823,1.4739415788515169,1.222525006732988,0.1927581776340208,0.11785341158410058,-0.22091357655635355,0.0035228424961160423,-0.006713113245236913,-0.4764437792451588,0.08977290629696467,-0.09212649841331007
martin odegaard,2020-2021,arsenal,-0.19170773112444423,-4.293239295837954,-2.3782753853281458,-0.7392658136124131,-0.8326735590408381,0.9210619752320721,-0.019720905526440614,-0.34518373924539475,-0.7032524037101594,-1.1435529986746635,0.10399096141638345,-0.3687192083132625,-0.4963362329488082,-0.49157059170751277,-0.5296040545617586,0.5369754847628658,-0.2765882633748658,-0.8271001066053614,-0.07841731247757597,-0.07664401387424571
calum chambers,2020-2021,arsenal,-1.7567706387985684,-3.983499724427641,-1.8140911783415412,-0.4920489566659532,-0.6251057579801701,1.7353678497337914,-0.484465446481084,-0.246572761305704,0.09611535892903285,-0.9760478731459549,0.2719970008897193,-0.28580470927372276,-0.3678442303287121,0.4184803610240203,-0.37503206439893166,0.4429017077351379,0.417522259977017,0.12819869107856763,0.00992395845363723,0.22035600669865785
cedric soares,2020-2021,arsenal,-2.4027746079084507,-3.1223815668209296,-1.466064162993922,-0.9892014093421856,0.10511187708954077,0.935601949529519,0.8770074055037285,-0.022570120315394984,0.16123552770624738,-0.4542736947861436,0.7430253202405998,0.8356928225209503,-0.2643446857950413,0.1335687024826087,-0.2553829206582265,0.09787357168867225,0.253315881628127,-0.3340525011622324,0.07907340911780143,0.29674655945602796
gabriel magalhaes,2021-2022,arsenal,-0.39090397157659584,4.72075518139084,2.9174832455470767,3.7377744175976026,-1.7833619475304097,-0.8407454003506801,-0.0854108100751343,0.884594069874255,-2.084330829042779,0.8904959857885822,2.3280950753850442,0.9582655807481842,0.22464802417294877,0.418850338586644,-0.3862877206729453,-0.8393601779167076,0.19882132068937355,-2.0678236557124645,1.0613822103551085,-0.5345218881334849
aaron ramsdale,2021-2022,arsenal,-3.697982145013083,-2.384043976272868,3.802260862693163,-0.8460426673381631,-3.1047780421866293,-1.1445100508231032,1.0728373653915217,-1.0280836110287397,-2.2799220928030794,0.6939606563232826,0.502296322737494,-0.4654401640857848,-0.09602058294929024,0.08850388545038737,-0.05321750870799989,-0.13018975555040946,-0.25448832772355484,-0.09935042999484894,-0.0024522568055177236,0.3736076285087158
bukayo saka,2021-2022,arsenal,11.1202872841873,2.561013289733196,0.5724973181561019,-2.6318781213824614,-0.4195685154012215,-0.053658390484927466,-2.2634379125545014,-0.7048439999153059,-0.9393831550192154,-0.23580967440525297,-0.6627584459460341,0.9435420500876512,0.30723173126835335,0.06621676019921531,0.11233268384735193,0.0961772097865676,1.0819948882171788,0.15942838415101154,-0.6236013811520218,0.08166096196017524
ben white,2021-2022,arsenal,-2.0943417756817584,5.108085834956225,0.8466335254750358,1.7057092482790177,-0.6643126513334144,0.10122289498771402,-1.0788245709150035,-1.2960410187132358,0.24134619379789007,-0.43588938160188123,-1.4428844078762262,-0.009995570543846102,-1.2777236814444066,0.1323377541906356,0.29007573350232885,0.4998064587361775,0.5749180660413046,-0.7101513417526878,0.43019042886227765,0.7903171524346122
martin odegaard,2021-2022,arsenal,6.350278806337729,3.582029974078916,-1.3756394790027948,-2.6958418497407672,-0.7857905580423107,-1.7921935225407117,0.6509949333727647,-0.6550934880854941,-0.4863878153555265,0.867815332294472,0.723304766695267,-0.40706979855237213,-0.2294247906131993,0.7583006237581786,0.8465657907923093,2.997802230595645,0.13098412929597542,-2.37217367727393,0.5992991747518527,1.197354631757289
granit xhaka,2021-2022,arsenal,-0.008009757024665264,2.7528394077417166,-0.368248571634946,-0.8023840450126054,-0.5206910989051824,0.34977139167689625,0.5202579685286594,2.526981460517581,0.044956803875081074,0.1923892699260649,-0.8859611661873712,-0.45298360956958605,0.7434150062721262,-1.188805148411822,0.5562018957568856,0.7228659041590578,-0.7796213331625147,-0.39755891669311894,1.0430278136796136,0.28973439500616605
