Jogador,Pos.,Idade,MP,Inícios,Min.,90s,Gols,Assis.,G+A,G-PB,PB,PT,CrtsA,CrtV,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gols.1,Assis..1,G+A.1,G-PB.1,G+A-PB,xG.1,xAG.1,xG+xAG,npxG.1,npxG+xAG.1,Div,TklW,Terço Def,Terço Central,Terço de Ataque,Div.1,Tent,Tkl%,Perdido,Bloqueios,TC,Passe,Crts,Tkl+Int,Def,Erros
Alessandro Florenzi,ZG,32.0,31,19,1.732,19.2,1.0,4.0,5.0,1.0,0.0,0.0,5.0,0.0,1.7,1.7,3.4,51.0,29.0,106.0,50.0,5.0,21.0,26.0,5.0,26.0,9.0,18.0,26.0,9.0,26.0,43.0,21.0,26.0,12.0,5.0,26.0,48.0,542.0,22.0,16.0,9.0,7.0,20.0,63.0,25.0,1.0
Malick Thiaw,ZG,21.0,21,19,1.619,18.0,0.0,1.0,1.0,0.0,0.0,0.0,5.0,1.0,0.6,0.6,0.1,7.0,15.0,70.0,1.0,0.0,6.0,6.0,0.0,6.0,3.0,1.0,4.0,3.0,4.0,34.0,17.0,15.0,17.0,2.0,12.0,25.0,480.0,13.0,23.0,13.0,10.0,13.0,47.0,55.0,0.0
Yacine Adli,LT,23.0,24,17,1.407,15.6,1.0,2.0,3.0,1.0,0.0,0.0,3.0,0.0,0.3,0.3,2.2,25.0,30.0,125.0,26.0,6.0,13.0,19.0,6.0,19.0,2.0,14.0,16.0,2.0,16.0,34.0,17.0,17.0,13.0,4.0,13.0,35.0,371.0,22.0,22.0,8.0,14.0,20.0,54.0,15.0,1.0
Matteo Gabbia,ZG,23.0,18,14,1.275,14.2,2.0,1.0,3.0,2.0,0.0,0.0,5.0,0.0,1.6,1.6,0.3,19.0,11.0,42.0,2.0,14.0,7.0,21.0,14.0,21.0,11.0,2.0,14.0,11.0,14.0,29.0,20.0,15.0,13.0,1.0,18.0,24.0,750.0,6.0,11.0,6.0,5.0,10.0,39.0,48.0,0.0
Simon Kjær,ZG,34.0,20,14,1.171,13.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.5,0.5,0.8,13.0,4.0,52.0,0.0,0.0,8.0,8.0,0.0,8.0,4.0,6.0,10.0,4.0,10.0,24.0,15.0,11.0,11.0,2.0,14.0,22.0,636.0,8.0,22.0,16.0,6.0,14.0,38.0,46.0,2.0
Yunus Musah,"LT,AT",20.0,30,13,1.478,16.4,0.0,2.0,2.0,0.0,0.0,0.0,5.0,0.0,0.6,0.6,1.2,18.0,48.0,64.0,77.0,0.0,12.0,12.0,0.0,12.0,4.0,8.0,11.0,4.0,11.0,25.0,14.0,15.0,6.0,4.0,8.0,15.0,533.0,7.0,18.0,4.0,14.0,10.0,35.0,16.0,1.0
Ismaël Bennacer,LT,25.0,20,13,1.151,12.8,2.0,2.0,4.0,1.0,1.0,1.0,2.0,0.0,1.7,0.9,2.5,33.0,24.0,68.0,33.0,16.0,16.0,31.0,8.0,23.0,13.0,19.0,32.0,7.0,26.0,29.0,19.0,11.0,16.0,2.0,11.0,22.0,500.0,11.0,12.0,4.0,8.0,12.0,41.0,9.0,2.0
Samuel Chukwueze,AT,24.0,24,12,1.017,11.3,1.0,3.0,4.0,1.0,0.0,0.0,1.0,0.0,1.7,1.7,2.3,39.0,52.0,51.0,135.0,9.0,27.0,35.0,9.0,35.0,15.0,20.0,35.0,15.0,35.0,18.0,7.0,11.0,5.0,2.0,9.0,17.0,529.0,8.0,3.0,1.0,2.0,6.0,24.0,3.0,0.0
Luka Jović,AT,25.0,23,8,877.0,9.7,6.0,1.0,7.0,6.0,0.0,0.0,2.0,1.0,4.9,4.9,0.8,57.0,6.0,22.0,47.0,62.0,10.0,72.0,62.0,72.0,50.0,9.0,59.0,50.0,59.0,6.0,4.0,0.0,3.0,3.0,4.0,6.0,667.0,2.0,3.0,0.0,3.0,1.0,7.0,9.0,0.0
Rade Krunić,LT,29.0,10,8,687.0,7.6,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.1,0.1,0.5,6.0,5.0,24.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,8.0,2.0,8.0,10.0,8.0,3.0,6.0,1.0,4.0,9.0,444.0,5.0,7.0,3.0,4.0,11.0,21.0,14.0,0.0
Marco Sportiello,G,31.0,7,7,630.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
Noah Okafor,"AT,LT",23.0,28,6,887.0,9.9,6.0,2.0,8.0,6.0,0.0,0.0,1.0,0.0,3.8,3.8,1.2,50.0,29.0,15.0,66.0,61.0,20.0,81.0,61.0,81.0,38.0,12.0,51.0,38.0,51.0,6.0,4.0,1.0,4.0,1.0,3.0,10.0,300.0,7.0,8.0,1.0,7.0,0.0,6.0,10.0,0.0
Pierre Kalulu,ZG,23.0,9,4,374.0,4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,1.0,6.0,19.0,11.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,1.0,3.0,5.0,1.0,2.0,3.0,0.0,1.0,2.0,500.0,1.0,4.0,3.0,1.0,1.0,6.0,12.0,1.0
Tommaso Pobega,LT,24.0,11,3,319.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,4.0,6.0,11.0,10.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,12.0,6.0,12.0,16.0,9.0,11.0,5.0,0.0,6.0,13.0,462.0,7.0,10.0,2.0,8.0,6.0,22.0,7.0,0.0
Antonio Mirante,G,40.0,2,2,177.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Filippo Terracciano,"ZG,AT",20.0,3,1,76.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,1.0,3.0,333.0,2.0,3.0,0.0,3.0,0.0,2.0,1.0,0.0
Jan-Carlo Simic,ZG,18.0,4,0,146.0,1.6,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.6,0.6,0.0,6.0,0.0,6.0,0.0,62.0,0.0,62.0,62.0,62.0,38.0,0.0,38.0,38.0,38.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,1.0,0.0,1.0,3.0,0.0
Luka Romero,"AT,LT",18.0,4,0,88.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.0,1.0,4.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,9.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0
Davide Bartesaghi,"ZG,LT",17.0,6,0,79.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,2.0,4.0,500.0,2.0,1.0,1.0,0.0,0.0,2.0,7.0,0.0
Alejandro Jiménez,ZG,18.0,3,0,68.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,1.0,2.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,0.0,7.0,2.0,1.0,2.0,0.0,0.0,2.0,5.0,400.0,3.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0
Marco Pellegrino,ZG,0.0,1,0,68.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,3.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,2.0,1.0,1.0,0.0,1.0,2.0,2.0,0.0
Mattia Caldara,ZG,29.0,1,0,33.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,0.0,58.0,58.0,58.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1000.0,0.0,1.0,1.0,0.0,1.0,2.0,1.0,0.0
Kevin Zeroli,LT,18.0,3,0,28.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0
Chaka Traorè,AT,18.0,2,0,20.0,0.2,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,1.0,2.0,0.0,2.0,450.0,0.0,450.0,450.0,450.0,35.0,0.0,35.0,35.0,35.0,2.0,1.0,2.0,0.0,0.0,1.0,2.0,500.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0
Francesco Camarda,AT,15.0,2,0,14.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lapo Nava,G,19.0,1,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andrea Bartoccioni,G,19.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,576.0,333.0,274.0,232.0,70.0,273.0,521.0,524.0,248.0,367.0,146.0,221.0,252.0,828.0,548.0,16.0
Lorenzo Colombo,AT,21.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,617.0,370.0,292.0,239.0,86.0,324.0,683.0,474.0,359.0,397.0,138.0,259.0,270.0,887.0,687.0,6.0
Victor Ehuwa Eletu,LT,18.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Clinton Nsiala,ZG,19.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Noah Raveyre,G,18.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Diego Sia,AT,17.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lorenzo Torriani,G,18.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Theo Hernández,ZG,24.0,32,32,2.771,30.8,4.0,3.0,7.0,3.0,1.0,1.0,7.0,0.0,4.1,3.3,3.3,66.0,108.0,128.0,146.0,13.0,10.0,23.0,10.0,19.0,13.0,11.0,24.0,11.0,21.0,43.0,24.0,27.0,15.0,1.0,22.0,38.0,579.0,16.0,34.0,7.0,27.0,21.0,64.0,35.0,1.0
Fikayo Tomori,ZG,24.0,33,32,2.76,30.7,1.0,1.0,2.0,1.0,0.0,0.0,5.0,0.0,1.3,1.3,0.8,21.0,26.0,122.0,10.0,3.0,3.0,7.0,3.0,7.0,4.0,3.0,7.0,4.0,7.0,70.0,34.0,44.0,25.0,1.0,22.0,34.0,647.0,12.0,46.0,25.0,21.0,29.0,99.0,88.0,1.0
Sandro Tonali,LT,22.0,34,30,2.713,30.1,2.0,7.0,9.0,2.0,0.0,0.0,7.0,0.0,2.4,2.4,5.7,81.0,61.0,159.0,86.0,7.0,23.0,30.0,7.0,30.0,8.0,19.0,27.0,8.0,27.0,64.0,41.0,35.0,24.0,5.0,27.0,44.0,614.0,17.0,34.0,9.0,25.0,25.0,89.0,26.0,1.0
Rafael Leão,"AT,LT",23.0,35,28,2.421,26.9,15.0,8.0,23.0,15.0,0.0,0.0,7.0,1.0,10.8,10.8,7.0,179.0,136.0,122.0,235.0,56.0,30.0,86.0,56.0,86.0,40.0,26.0,66.0,40.0,66.0,8.0,7.0,2.0,3.0,3.0,6.0,14.0,429.0,8.0,9.0,2.0,7.0,15.0,23.0,8.0,0.0
Brahim Díaz,"LT,AT",22.0,33,27,1.925,21.4,6.0,7.0,13.0,6.0,0.0,0.0,3.0,0.0,6.0,6.0,5.6,115.0,80.0,121.0,116.0,28.0,33.0,61.0,28.0,61.0,28.0,26.0,54.0,28.0,54.0,32.0,15.0,5.0,22.0,5.0,5.0,15.0,333.0,10.0,11.0,0.0,11.0,7.0,39.0,6.0,0.0
Pierre Kalulu,ZG,22.0,34,26,2.548,28.3,1.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,1.5,1.5,1.2,28.0,52.0,138.0,43.0,4.0,0.0,4.0,4.0,4.0,5.0,4.0,10.0,5.0,10.0,57.0,39.0,33.0,21.0,3.0,28.0,42.0,667.0,14.0,41.0,17.0,24.0,41.0,98.0,56.0,1.0
Olivier Giroud,AT,35.0,33,25,2.139,23.8,13.0,5.0,18.0,10.0,3.0,3.0,8.0,1.0,12.7,10.4,4.0,144.0,12.0,36.0,152.0,55.0,21.0,76.0,42.0,63.0,53.0,17.0,70.0,44.0,61.0,8.0,5.0,2.0,4.0,2.0,2.0,10.0,200.0,8.0,11.0,3.0,8.0,3.0,11.0,23.0,0.0
Ismaël Bennacer,LT,24.0,28,24,2.007,22.3,2.0,2.0,4.0,2.0,0.0,0.0,5.0,0.0,1.0,1.0,3.3,43.0,30.0,132.0,52.0,9.0,9.0,18.0,9.0,18.0,4.0,15.0,19.0,4.0,19.0,59.0,33.0,26.0,31.0,2.0,30.0,51.0,588.0,21.0,25.0,7.0,18.0,26.0,85.0,16.0,1.0
Mike Maignan,G,27.0,22,22,1.978,22.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1000.0,0.0,0.0,0.0,0.0,1.0,2.0,10.0,1.0
Davide Calabria,ZG,25.0,25,21,1.69,18.8,1.0,4.0,5.0,1.0,0.0,0.0,6.0,0.0,1.2,1.2,1.7,29.0,26.0,108.0,80.0,5.0,21.0,27.0,5.0,27.0,6.0,9.0,15.0,6.0,15.0,71.0,44.0,31.0,32.0,8.0,38.0,61.0,623.0,23.0,22.0,7.0,15.0,25.0,96.0,34.0,0.0
Junior Messias,"AT,ZG",31.0,25,19,1.498,16.6,5.0,2.0,7.0,5.0,0.0,0.0,3.0,0.0,2.3,2.3,0.8,30.0,45.0,54.0,137.0,30.0,12.0,42.0,30.0,42.0,14.0,5.0,18.0,14.0,18.0,24.0,18.0,9.0,9.0,6.0,5.0,19.0,263.0,14.0,20.0,4.0,16.0,7.0,31.0,28.0,0.0
Rade Krunić,LT,28.0,23,18,1.657,18.4,0.0,1.0,1.0,0.0,0.0,0.0,8.0,0.0,1.1,1.1,1.1,22.0,31.0,73.0,21.0,0.0,5.0,5.0,0.0,5.0,6.0,6.0,12.0,6.0,12.0,40.0,28.0,18.0,18.0,4.0,16.0,50.0,320.0,34.0,31.0,11.0,20.0,16.0,56.0,21.0,0.0
Ciprian Tătărușanu,G,36.0,16,16,1.44,16.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,5.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,6.0,0.0,3.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0
Malick Thiaw,ZG,20.0,20,15,1.362,15.1,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.8,0.8,0.2,10.0,6.0,67.0,2.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,7.0,6.0,7.0,31.0,26.0,22.0,9.0,0.0,11.0,20.0,550.0,9.0,11.0,5.0,6.0,12.0,43.0,65.0,1.0
Alexis Saelemaekers,"AT,ZG",23.0,30,14,1.403,15.6,2.0,3.0,5.0,2.0,0.0,0.0,1.0,0.0,2.5,2.5,4.1,66.0,52.0,52.0,143.0,13.0,19.0,32.0,13.0,32.0,16.0,27.0,42.0,16.0,42.0,31.0,20.0,12.0,16.0,3.0,19.0,41.0,463.0,22.0,13.0,1.0,12.0,19.0,50.0,11.0,0.0
Simon Kjær,ZG,33.0,17,12,1.007,11.2,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,3.0,45.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,8.0,9.0,6.0,0.0,7.0,11.0,636.0,4.0,14.0,11.0,3.0,9.0,24.0,35.0,1.0
